"07995: Døde. Foreløpige tall, etter kjønn, alder, uke, statistikkvariabel og år"

"kjønn";"alder";"uke";"Døde 2018";"Døde 2019";"Døde 2020";"Døde 2021";"Døde 2022"
"Kvinner";"9 år";"Uke 17";.;.;.;.;.
"Kvinner";"9 år";"Uke 18";.;.;.;.;.
"Kvinner";"9 år";"Uke 19";.;.;.;.;.
"Kvinner";"9 år";"Uke 20";.;.;.;.;.
"Kvinner";"9 år";"Uke 21";.;.;.;.;.
"Kvinner";"9 år";"Uke 22";.;.;.;.;.
"Kvinner";"9 år";"Uke 23";.;.;.;.;.
"Kvinner";"9 år";"Uke 24";.;.;.;.;.
"Kvinner";"9 år";"Uke 25";.;.;.;.;.
"Kvinner";"9 år";"Uke 26";.;.;.;.;.
"Kvinner";"9 år";"Uke 27";.;.;.;.;.
"Kvinner";"9 år";"Uke 28";.;.;.;.;.
"Kvinner";"9 år";"Uke 29";.;.;.;.;.
"Kvinner";"9 år";"Uke 30";.;.;.;.;.
"Kvinner";"9 år";"Uke 31";.;.;1;.;.
"Kvinner";"9 år";"Uke 32";.;.;.;.;.
"Kvinner";"9 år";"Uke 33";.;1;.;.;.
"Kvinner";"9 år";"Uke 34";.;.;.;.;.
"Kvinner";"9 år";"Uke 35";.;.;.;.;.
"Kvinner";"9 år";"Uke 36";.;.;.;.;.
"Kvinner";"9 år";"Uke 37";.;.;.;.;.
"Kvinner";"9 år";"Uke 38";.;.;.;.;.
"Kvinner";"9 år";"Uke 39";.;.;.;.;.
"Kvinner";"9 år";"Uke 40";.;.;.;.;.
"Kvinner";"9 år";"Uke 41";.;.;.;.;.
"Kvinner";"9 år";"Uke 42";.;.;.;.;.
"Kvinner";"9 år";"Uke 43";.;.;.;.;.
"Kvinner";"9 år";"Uke 44";.;.;.;.;.
"Kvinner";"9 år";"Uke 45";.;.;.;.;.
"Kvinner";"9 år";"Uke 46";.;.;.;.;.
"Kvinner";"9 år";"Uke 47";.;.;.;.;.
"Kvinner";"9 år";"Uke 48";.;.;.;.;.
"Kvinner";"9 år";"Uke 49";.;.;.;.;.
"Kvinner";"9 år";"Uke 50";.;1;.;.;.
"Kvinner";"9 år";"Uke 51";.;.;.;.;.
"Kvinner";"9 år";"Uke 52";.;.;.;.;.
"Kvinner";"9 år";"Uke 53";.;.;.;.;.
"Kvinner";"10 år";"Uke 1";.;.;.;1;.
"Kvinner";"10 år";"Uke 2";.;.;.;1;.
"Kvinner";"10 år";"Uke 3";.;.;.;.;.
"Kvinner";"10 år";"Uke 4";.;.;.;.;.
"Kvinner";"10 år";"Uke 5";.;.;.;.;.
"Kvinner";"10 år";"Uke 6";.;.;1;.;.
"Kvinner";"10 år";"Uke 7";.;.;.;.;.
"Kvinner";"10 år";"Uke 8";.;.;.;.;.
"Kvinner";"10 år";"Uke 9";.;.;.;.;.
"Kvinner";"10 år";"Uke 10";.;.;.;1;.
"Kvinner";"10 år";"Uke 11";.;.;.;.;.
"Kvinner";"10 år";"Uke 12";.;.;.;.;.
"Kvinner";"10 år";"Uke 13";.;.;.;.;.
"Kvinner";"10 år";"Uke 14";.;.;.;.;.
"Kvinner";"10 år";"Uke 15";.;.;.;.;.
"Kvinner";"10 år";"Uke 16";.;.;.;.;.
"Kvinner";"10 år";"Uke 17";.;.;.;.;.
"Kvinner";"10 år";"Uke 18";.;.;.;.;.
"Kvinner";"10 år";"Uke 19";.;.;.;.;.
"Kvinner";"10 år";"Uke 20";.;1;.;.;.
"Kvinner";"10 år";"Uke 21";.;.;.;.;.
"Kvinner";"10 år";"Uke 22";.;.;.;.;.
"Kvinner";"10 år";"Uke 23";.;.;2;.;.
"Kvinner";"10 år";"Uke 24";.;.;.;.;.
"Kvinner";"10 år";"Uke 25";.;.;.;.;.
"Kvinner";"10 år";"Uke 26";.;.;.;.;.
"Kvinner";"10 år";"Uke 27";.;.;.;2;.
"Kvinner";"10 år";"Uke 28";.;.;.;.;.
"Kvinner";"10 år";"Uke 29";.;.;.;.;.
"Kvinner";"10 år";"Uke 30";.;.;.;.;.
"Kvinner";"10 år";"Uke 31";.;1;.;.;.
"Kvinner";"10 år";"Uke 32";.;.;.;.;.
"Kvinner";"10 år";"Uke 33";.;.;.;.;.
"Kvinner";"10 år";"Uke 34";.;.;.;.;.
"Kvinner";"10 år";"Uke 35";.;.;.;.;.
"Kvinner";"10 år";"Uke 36";.;.;.;.;.
"Kvinner";"10 år";"Uke 37";.;.;.;.;.
"Kvinner";"10 år";"Uke 38";.;1;.;.;.
"Kvinner";"10 år";"Uke 39";.;.;.;.;.
"Kvinner";"10 år";"Uke 40";.;.;.;.;.
"Kvinner";"10 år";"Uke 41";.;.;.;.;.
"Kvinner";"10 år";"Uke 42";.;.;.;.;.
"Kvinner";"10 år";"Uke 43";.;.;.;.;.
"Kvinner";"10 år";"Uke 44";.;.;.;.;.
"Kvinner";"10 år";"Uke 45";.;.;.;.;.
"Kvinner";"10 år";"Uke 46";.;.;.;.;.
"Kvinner";"10 år";"Uke 47";.;.;.;.;.
"Kvinner";"10 år";"Uke 48";.;.;1;.;.
"Kvinner";"10 år";"Uke 49";.;.;.;.;.
"Kvinner";"10 år";"Uke 50";.;.;.;.;.
"Kvinner";"10 år";"Uke 51";.;.;.;.;.
"Kvinner";"10 år";"Uke 52";.;.;.;.;.
"Kvinner";"10 år";"Uke 53";.;.;.;.;.
"Kvinner";"11 år";"Uke 1";.;.;1;.;.
"Kvinner";"11 år";"Uke 2";.;.;.;.;.
"Kvinner";"11 år";"Uke 3";.;.;.;.;.
"Kvinner";"11 år";"Uke 4";.;.;.;.;.
"Kvinner";"11 år";"Uke 5";.;.;.;.;.
"Kvinner";"11 år";"Uke 6";.;.;.;.;.
"Kvinner";"11 år";"Uke 7";.;.;.;.;.
"Kvinner";"11 år";"Uke 8";.;.;.;.;.
"Kvinner";"11 år";"Uke 9";.;.;.;.;.
"Kvinner";"11 år";"Uke 10";.;.;.;1;.
"Kvinner";"11 år";"Uke 11";.;.;.;1;.
"Kvinner";"11 år";"Uke 12";.;.;.;.;.
"Kvinner";"11 år";"Uke 13";.;.;.;.;.
"Kvinner";"11 år";"Uke 14";.;.;.;.;.
"Kvinner";"11 år";"Uke 15";.;.;.;.;.
"Kvinner";"11 år";"Uke 16";.;.;.;.;.
"Kvinner";"11 år";"Uke 17";.;.;.;.;.
"Kvinner";"11 år";"Uke 18";.;.;.;.;.
"Kvinner";"11 år";"Uke 19";.;.;.;.;.
"Kvinner";"11 år";"Uke 20";.;.;.;.;.
"Kvinner";"11 år";"Uke 21";.;.;.;.;.
"Kvinner";"11 år";"Uke 22";1;.;.;.;.
"Kvinner";"11 år";"Uke 23";.;.;.;.;.
"Kvinner";"11 år";"Uke 24";.;.;.;.;.
"Kvinner";"11 år";"Uke 25";.;.;.;.;.
"Kvinner";"11 år";"Uke 26";.;1;.;.;.
"Kvinner";"11 år";"Uke 27";.;.;.;.;.
"Kvinner";"11 år";"Uke 28";.;.;.;.;.
"Kvinner";"11 år";"Uke 29";1;.;.;.;.
"Kvinner";"11 år";"Uke 30";.;.;1;.;.
"Kvinner";"11 år";"Uke 31";.;.;.;.;.
"Kvinner";"11 år";"Uke 32";.;.;.;.;.
"Kvinner";"11 år";"Uke 33";.;.;.;.;.
"Kvinner";"11 år";"Uke 34";.;.;.;.;.
"Kvinner";"11 år";"Uke 35";.;.;.;.;.
"Kvinner";"11 år";"Uke 36";.;.;.;.;.
"Kvinner";"11 år";"Uke 37";.;.;.;.;.
"Kvinner";"11 år";"Uke 38";.;.;1;.;.
"Kvinner";"11 år";"Uke 39";.;.;.;.;.
"Kvinner";"11 år";"Uke 40";.;.;.;.;.
"Kvinner";"11 år";"Uke 41";.;.;.;.;.
"Kvinner";"11 år";"Uke 42";.;.;.;.;.
"Kvinner";"11 år";"Uke 43";.;.;1;.;.
"Kvinner";"11 år";"Uke 44";.;.;.;.;.
"Kvinner";"11 år";"Uke 45";.;.;.;.;.
"Kvinner";"11 år";"Uke 46";.;.;.;.;.
"Kvinner";"11 år";"Uke 47";.;1;.;.;.
"Kvinner";"11 år";"Uke 48";.;.;.;.;.
"Kvinner";"11 år";"Uke 49";.;.;.;.;.
"Kvinner";"11 år";"Uke 50";1;.;.;.;.
"Kvinner";"11 år";"Uke 51";.;.;.;.;.
"Kvinner";"11 år";"Uke 52";1;.;.;.;.
"Kvinner";"11 år";"Uke 53";.;.;.;.;.
"Kvinner";"12 år";"Uke 1";.;.;1;.;.
"Kvinner";"12 år";"Uke 2";.;.;.;.;.
"Kvinner";"12 år";"Uke 3";.;.;.;.;.
"Kvinner";"12 år";"Uke 4";.;.;.;.;.
"Kvinner";"12 år";"Uke 5";.;.;.;.;.
"Kvinner";"12 år";"Uke 6";.;.;.;.;.
"Kvinner";"12 år";"Uke 7";.;.;.;.;.
"Kvinner";"12 år";"Uke 8";.;.;.;.;.
"Kvinner";"12 år";"Uke 9";.;.;.;.;.
"Kvinner";"12 år";"Uke 10";.;.;.;.;.
"Kvinner";"12 år";"Uke 11";.;.;.;.;.
"Kvinner";"12 år";"Uke 12";.;.;.;.;.
"Kvinner";"12 år";"Uke 13";.;.;.;.;.
"Kvinner";"12 år";"Uke 14";.;.;.;.;.
"Kvinner";"12 år";"Uke 15";1;.;.;.;.
"Kvinner";"12 år";"Uke 16";.;.;.;.;.
"Kvinner";"12 år";"Uke 17";.;.;.;.;.
"Kvinner";"12 år";"Uke 18";.;.;.;.;.
"Kvinner";"12 år";"Uke 19";.;.;.;.;.
"Kvinner";"12 år";"Uke 20";.;.;1;.;.
"Kvinner";"12 år";"Uke 21";.;.;.;.;.
"Kvinner";"12 år";"Uke 22";.;.;.;.;.
"Kvinner";"12 år";"Uke 23";.;.;.;.;.
"Kvinner";"12 år";"Uke 24";.;.;.;.;.
"Kvinner";"12 år";"Uke 25";.;.;.;.;.
"Kvinner";"12 år";"Uke 26";.;.;.;1;.
"Kvinner";"12 år";"Uke 27";.;1;.;.;.
"Kvinner";"12 år";"Uke 28";.;1;.;.;.
"Kvinner";"12 år";"Uke 29";.;.;.;.;.
"Kvinner";"12 år";"Uke 30";.;.;1;.;.
"Kvinner";"12 år";"Uke 31";1;.;.;1;.
"Kvinner";"12 år";"Uke 32";.;.;.;1;.
"Kvinner";"12 år";"Uke 33";.;.;.;.;.
"Kvinner";"12 år";"Uke 34";.;.;.;.;.
"Kvinner";"12 år";"Uke 35";.;.;.;.;.
"Kvinner";"12 år";"Uke 36";.;.;.;.;.
"Kvinner";"12 år";"Uke 37";.;.;.;.;.
"Kvinner";"12 år";"Uke 38";.;.;.;.;.
"Kvinner";"12 år";"Uke 39";.;.;.;.;.
"Kvinner";"12 år";"Uke 40";.;.;.;.;.
"Kvinner";"12 år";"Uke 41";.;.;.;.;.
"Kvinner";"12 år";"Uke 42";.;.;.;.;.
"Kvinner";"12 år";"Uke 43";.;.;.;.;.
"Kvinner";"12 år";"Uke 44";.;.;.;.;.
"Kvinner";"12 år";"Uke 45";.;1;.;.;.
"Kvinner";"12 år";"Uke 46";.;.;.;.;.
"Kvinner";"12 år";"Uke 47";.;.;.;.;.
"Kvinner";"12 år";"Uke 48";.;.;.;.;.
"Kvinner";"12 år";"Uke 49";.;.;.;2;.
"Kvinner";"12 år";"Uke 50";.;2;.;.;.
"Kvinner";"12 år";"Uke 51";.;.;.;.;.
"Kvinner";"12 år";"Uke 52";.;.;.;.;.
"Kvinner";"12 år";"Uke 53";.;.;.;.;.
"Kvinner";"13 år";"Uke 1";.;.;.;.;.
"Kvinner";"13 år";"Uke 2";.;.;1;.;.
"Kvinner";"13 år";"Uke 3";.;.;.;.;.
"Kvinner";"13 år";"Uke 4";.;.;.;.;.
"Kvinner";"13 år";"Uke 5";.;.;.;.;.
"Kvinner";"13 år";"Uke 6";.;.;.;.;.
"Kvinner";"13 år";"Uke 7";.;.;.;.;.
"Kvinner";"13 år";"Uke 8";1;.;.;.;.
"Kvinner";"13 år";"Uke 9";.;.;.;.;.
"Kvinner";"13 år";"Uke 10";.;.;1;.;.
"Kvinner";"13 år";"Uke 11";.;.;1;.;.
"Kvinner";"13 år";"Uke 12";.;.;.;.;1
"Kvinner";"13 år";"Uke 13";.;.;.;.;.
"Kvinner";"13 år";"Uke 14";.;.;.;.;.
"Kvinner";"13 år";"Uke 15";.;.;.;.;.
"Kvinner";"13 år";"Uke 16";.;.;.;.;.
"Kvinner";"13 år";"Uke 17";.;.;.;.;1
"Kvinner";"13 år";"Uke 18";.;.;.;.;.
"Kvinner";"13 år";"Uke 19";.;.;.;.;.
"Kvinner";"13 år";"Uke 20";.;.;.;.;.
"Kvinner";"13 år";"Uke 21";.;.;.;.;.
"Kvinner";"13 år";"Uke 22";.;.;.;.;.
"Kvinner";"13 år";"Uke 23";.;.;.;.;.
"Kvinner";"13 år";"Uke 24";.;.;1;.;.
"Kvinner";"13 år";"Uke 25";.;.;.;.;.
"Kvinner";"13 år";"Uke 26";.;.;1;1;.
"Kvinner";"13 år";"Uke 27";.;.;.;.;.
"Kvinner";"13 år";"Uke 28";.;.;.;.;.
"Kvinner";"13 år";"Uke 29";.;.;.;.;.
"Kvinner";"13 år";"Uke 30";.;.;.;.;.
"Kvinner";"13 år";"Uke 31";1;.;.;.;.
"Kvinner";"13 år";"Uke 32";.;.;.;.;.
"Kvinner";"13 år";"Uke 33";.;.;.;.;.
"Kvinner";"13 år";"Uke 34";.;.;.;.;.
"Kvinner";"13 år";"Uke 35";.;.;.;.;.
"Kvinner";"13 år";"Uke 36";.;.;.;.;.
"Kvinner";"13 år";"Uke 37";.;.;.;.;.
"Kvinner";"13 år";"Uke 38";.;.;.;.;.
"Kvinner";"13 år";"Uke 39";1;.;.;2;.
"Kvinner";"13 år";"Uke 40";.;.;.;.;.
"Kvinner";"13 år";"Uke 41";.;.;.;.;.
"Kvinner";"13 år";"Uke 42";.;.;.;.;.
"Kvinner";"13 år";"Uke 43";.;.;1;.;.
"Kvinner";"13 år";"Uke 44";.;.;.;.;.
"Kvinner";"13 år";"Uke 45";.;.;.;.;.
"Kvinner";"13 år";"Uke 46";.;.;.;.;.
"Kvinner";"13 år";"Uke 47";1;.;.;.;.
"Kvinner";"13 år";"Uke 48";1;.;.;.;.
"Kvinner";"13 år";"Uke 49";.;.;.;.;.
"Kvinner";"13 år";"Uke 50";.;.;.;.;.
"Kvinner";"13 år";"Uke 51";.;.;.;.;.
"Kvinner";"13 år";"Uke 52";.;.;.;.;.
"Kvinner";"13 år";"Uke 53";.;.;1;.;.
"Kvinner";"14 år";"Uke 1";1;.;.;.;1
"Kvinner";"14 år";"Uke 2";.;.;1;.;.
"Kvinner";"14 år";"Uke 3";.;.;.;.;.
"Kvinner";"14 år";"Uke 4";.;.;.;.;.
"Kvinner";"14 år";"Uke 5";1;.;.;.;.
"Kvinner";"14 år";"Uke 6";.;.;.;.;.
"Kvinner";"14 år";"Uke 7";.;.;.;.;.
"Kvinner";"14 år";"Uke 8";.;.;.;.;.
"Kvinner";"14 år";"Uke 9";.;.;.;.;.
"Kvinner";"14 år";"Uke 10";.;.;.;.;.
"Kvinner";"14 år";"Uke 11";.;.;.;1;.
"Kvinner";"14 år";"Uke 12";.;.;.;.;.
"Kvinner";"14 år";"Uke 13";.;.;.;.;.
"Kvinner";"14 år";"Uke 14";.;.;.;.;.
"Kvinner";"14 år";"Uke 15";.;.;.;1;.
"Kvinner";"14 år";"Uke 16";1;.;.;.;.
"Kvinner";"14 år";"Uke 17";.;.;.;.;.
"Kvinner";"14 år";"Uke 18";.;.;.;.;.
"Kvinner";"14 år";"Uke 19";.;.;.;.;.
"Kvinner";"14 år";"Uke 20";.;.;.;.;.
"Kvinner";"14 år";"Uke 21";.;.;.;.;.
"Kvinner";"14 år";"Uke 22";.;.;.;.;.
"Kvinner";"14 år";"Uke 23";.;.;.;1;.
"Kvinner";"14 år";"Uke 24";.;.;.;.;.
"Kvinner";"14 år";"Uke 25";.;.;.;.;.
"Kvinner";"14 år";"Uke 26";.;.;.;.;.
"Kvinner";"14 år";"Uke 27";.;.;.;.;.
"Kvinner";"14 år";"Uke 28";.;1;.;.;.
"Kvinner";"14 år";"Uke 29";.;.;.;.;.
"Kvinner";"14 år";"Uke 30";1;1;.;1;.
"Kvinner";"14 år";"Uke 31";.;.;.;1;.
"Kvinner";"14 år";"Uke 32";.;.;.;.;.
"Kvinner";"14 år";"Uke 33";.;.;.;.;.
"Kvinner";"14 år";"Uke 34";.;.;.;.;.
"Kvinner";"14 år";"Uke 35";.;.;.;.;.
"Kvinner";"14 år";"Uke 36";.;.;.;.;.
"Kvinner";"14 år";"Uke 37";.;.;1;.;.
"Kvinner";"14 år";"Uke 38";.;.;.;.;.
"Kvinner";"14 år";"Uke 39";.;.;.;.;.
"Kvinner";"14 år";"Uke 40";.;.;.;.;.
"Kvinner";"14 år";"Uke 41";.;.;.;.;.
"Kvinner";"14 år";"Uke 42";.;1;1;.;.
"Kvinner";"14 år";"Uke 43";.;1;.;.;.
"Kvinner";"14 år";"Uke 44";.;1;.;.;.
"Kvinner";"14 år";"Uke 45";.;.;.;.;.
"Kvinner";"14 år";"Uke 46";.;.;.;.;.
"Kvinner";"14 år";"Uke 47";.;.;.;1;.
"Kvinner";"14 år";"Uke 48";.;.;.;.;.
"Kvinner";"14 år";"Uke 49";.;.;.;.;.
"Kvinner";"14 år";"Uke 50";.;.;.;.;.
"Kvinner";"14 år";"Uke 51";.;.;.;.;.
"Kvinner";"14 år";"Uke 52";.;.;.;.;.
"Kvinner";"14 år";"Uke 53";.;.;.;.;.
"Kvinner";"15 år";"Uke 1";.;.;1;1;.
"Kvinner";"15 år";"Uke 2";.;.;.;.;.
"Kvinner";"15 år";"Uke 3";.;.;.;.;.
"Kvinner";"15 år";"Uke 4";.;.;.;.;.
"Kvinner";"15 år";"Uke 5";.;.;1;.;.
"Kvinner";"15 år";"Uke 6";.;1;.;.;.
"Kvinner";"15 år";"Uke 7";.;.;1;.;.
"Kvinner";"15 år";"Uke 8";.;.;1;.;.
"Kvinner";"15 år";"Uke 9";.;.;.;.;.
"Kvinner";"15 år";"Uke 10";.;.;.;.;.
"Kvinner";"15 år";"Uke 11";.;.;.;.;.
"Kvinner";"15 år";"Uke 12";.;1;.;.;.
"Kvinner";"15 år";"Uke 13";.;.;.;.;.
"Kvinner";"15 år";"Uke 14";.;.;.;.;.
"Kvinner";"15 år";"Uke 15";.;.;.;.;.
"Kvinner";"15 år";"Uke 16";.;.;.;.;.
"Kvinner";"15 år";"Uke 17";.;.;.;.;.
"Kvinner";"15 år";"Uke 18";.;.;.;1;.
"Kvinner";"15 år";"Uke 19";.;.;.;.;.
"Kvinner";"15 år";"Uke 20";.;.;.;.;1
"Kvinner";"15 år";"Uke 21";.;.;.;.;.
"Kvinner";"15 år";"Uke 22";.;.;.;.;.
"Kvinner";"15 år";"Uke 23";.;.;.;1;.
"Kvinner";"15 år";"Uke 24";.;.;.;.;.
"Kvinner";"15 år";"Uke 25";.;.;.;.;.
"Kvinner";"15 år";"Uke 26";.;.;.;.;.
"Kvinner";"15 år";"Uke 27";.;.;.;.;.
"Kvinner";"15 år";"Uke 28";.;1;.;.;.
"Kvinner";"15 år";"Uke 29";.;.;.;.;.
"Kvinner";"15 år";"Uke 30";.;.;.;.;.
"Kvinner";"15 år";"Uke 31";.;.;.;.;.
"Kvinner";"15 år";"Uke 32";.;.;.;.;.
"Kvinner";"15 år";"Uke 33";.;.;.;.;.
"Kvinner";"15 år";"Uke 34";.;.;1;.;.
"Kvinner";"15 år";"Uke 35";.;.;.;.;.
"Kvinner";"15 år";"Uke 36";.;.;.;.;.
"Kvinner";"15 år";"Uke 37";.;.;.;.;.
"Kvinner";"15 år";"Uke 38";.;.;.;.;.
"Kvinner";"15 år";"Uke 39";.;.;.;.;.
"Kvinner";"15 år";"Uke 40";.;.;.;.;.
"Kvinner";"15 år";"Uke 41";.;.;.;.;.
"Kvinner";"15 år";"Uke 42";.;.;.;.;.
"Kvinner";"15 år";"Uke 43";.;.;.;.;.
"Kvinner";"15 år";"Uke 44";.;.;.;.;.
"Kvinner";"15 år";"Uke 45";.;.;.;1;.
"Kvinner";"15 år";"Uke 46";.;.;.;1;.
"Kvinner";"15 år";"Uke 47";.;.;.;.;.
"Kvinner";"15 år";"Uke 48";.;.;1;.;.
"Kvinner";"15 år";"Uke 49";.;.;.;.;.
"Kvinner";"15 år";"Uke 50";1;.;.;.;.
"Kvinner";"15 år";"Uke 51";.;.;.;.;.
"Kvinner";"15 år";"Uke 52";.;.;.;.;.
"Kvinner";"15 år";"Uke 53";.;.;.;.;.
"Kvinner";"16 år";"Uke 1";.;.;.;.;.
"Kvinner";"16 år";"Uke 2";.;.;.;.;1
"Kvinner";"16 år";"Uke 3";.;.;.;.;.
"Kvinner";"16 år";"Uke 4";.;.;.;.;.
"Kvinner";"16 år";"Uke 5";.;.;.;.;.
"Kvinner";"16 år";"Uke 6";.;.;.;.;.
"Kvinner";"16 år";"Uke 7";.;.;.;.;.
"Kvinner";"16 år";"Uke 8";1;.;.;.;1
"Kvinner";"16 år";"Uke 9";.;.;.;.;.
"Kvinner";"16 år";"Uke 10";.;.;1;.;.
"Kvinner";"16 år";"Uke 11";.;.;.;.;.
"Kvinner";"16 år";"Uke 12";.;.;.;.;.
"Kvinner";"16 år";"Uke 13";.;.;.;1;.
"Kvinner";"16 år";"Uke 14";1;.;.;1;.
"Kvinner";"16 år";"Uke 15";.;.;1;.;.
"Kvinner";"16 år";"Uke 16";.;.;.;.;.
"Kvinner";"16 år";"Uke 17";.;.;.;.;.
"Kvinner";"16 år";"Uke 18";.;.;.;.;.
"Kvinner";"16 år";"Uke 19";.;.;.;.;.
"Kvinner";"16 år";"Uke 20";.;1;.;.;.
"Kvinner";"16 år";"Uke 21";.;.;.;.;.
"Kvinner";"16 år";"Uke 22";.;1;.;.;.
"Kvinner";"16 år";"Uke 23";.;.;.;.;.
"Kvinner";"16 år";"Uke 24";.;.;.;.;.
"Kvinner";"16 år";"Uke 25";.;.;.;.;.
"Kvinner";"16 år";"Uke 26";.;.;1;.;.
"Kvinner";"16 år";"Uke 27";.;.;.;.;.
"Kvinner";"16 år";"Uke 28";.;.;.;.;.
"Kvinner";"16 år";"Uke 29";.;.;.;.;.
"Kvinner";"16 år";"Uke 30";.;.;.;1;.
"Kvinner";"16 år";"Uke 31";.;.;.;.;.
"Kvinner";"16 år";"Uke 32";1;.;.;.;.
"Kvinner";"16 år";"Uke 33";.;1;.;.;.
"Kvinner";"16 år";"Uke 34";.;.;.;.;.
"Kvinner";"16 år";"Uke 35";.;.;.;.;.
"Kvinner";"16 år";"Uke 36";.;.;.;.;.
"Kvinner";"16 år";"Uke 37";.;.;.;.;.
"Kvinner";"16 år";"Uke 38";.;.;.;.;.
"Kvinner";"16 år";"Uke 39";.;.;.;.;.
"Kvinner";"16 år";"Uke 40";.;.;.;.;.
"Kvinner";"16 år";"Uke 41";.;.;.;.;.
"Kvinner";"16 år";"Uke 42";.;.;.;.;.
"Kvinner";"16 år";"Uke 43";.;.;.;1;.
"Kvinner";"16 år";"Uke 44";1;.;.;1;.
"Kvinner";"16 år";"Uke 45";.;.;1;.;.
"Kvinner";"16 år";"Uke 46";.;.;.;.;.
"Kvinner";"16 år";"Uke 47";.;.;.;1;.
"Kvinner";"16 år";"Uke 48";.;.;.;.;.
"Kvinner";"16 år";"Uke 49";1;1;.;.;.
"Kvinner";"16 år";"Uke 50";.;.;.;.;.
"Kvinner";"16 år";"Uke 51";.;.;.;.;.
"Kvinner";"16 år";"Uke 52";.;.;.;.;.
"Kvinner";"16 år";"Uke 53";.;.;.;.;.
"Kvinner";"17 år";"Uke 1";.;.;.;.;.
"Kvinner";"17 år";"Uke 2";.;.;.;.;.
"Kvinner";"17 år";"Uke 3";.;.;.;.;.
"Kvinner";"17 år";"Uke 4";.;.;.;.;.
"Kvinner";"17 år";"Uke 5";.;.;1;.;.
"Kvinner";"17 år";"Uke 6";.;.;.;.;.
"Kvinner";"17 år";"Uke 7";.;.;.;.;.
"Kvinner";"17 år";"Uke 8";.;.;1;.;.
"Kvinner";"17 år";"Uke 9";.;.;.;.;.
"Kvinner";"17 år";"Uke 10";.;.;.;1;.
"Kvinner";"17 år";"Uke 11";.;.;1;.;.
"Kvinner";"17 år";"Uke 12";.;.;.;.;.
"Kvinner";"17 år";"Uke 13";.;.;.;1;.
"Kvinner";"17 år";"Uke 14";.;.;.;.;.
"Kvinner";"17 år";"Uke 15";.;.;.;.;.
"Kvinner";"17 år";"Uke 16";.;.;.;.;.
"Kvinner";"17 år";"Uke 17";.;.;1;1;.
"Kvinner";"17 år";"Uke 18";.;.;.;.;.
"Kvinner";"17 år";"Uke 19";.;.;.;1;.
"Kvinner";"17 år";"Uke 20";.;.;.;.;.
"Kvinner";"17 år";"Uke 21";1;.;.;.;.
"Kvinner";"17 år";"Uke 22";.;.;.;.;.
"Kvinner";"17 år";"Uke 23";.;.;.;.;.
"Kvinner";"17 år";"Uke 24";.;.;.;.;.
"Kvinner";"17 år";"Uke 25";.;.;.;.;.
"Kvinner";"17 år";"Uke 26";1;.;.;.;.
"Kvinner";"17 år";"Uke 27";1;.;.;.;.
"Kvinner";"17 år";"Uke 28";.;.;1;.;.
"Kvinner";"17 år";"Uke 29";.;.;.;.;.
"Kvinner";"17 år";"Uke 30";.;1;.;.;.
"Kvinner";"17 år";"Uke 31";.;.;.;.;.
"Kvinner";"17 år";"Uke 32";.;1;.;.;.
"Kvinner";"17 år";"Uke 33";.;.;1;.;.
"Kvinner";"17 år";"Uke 34";.;.;.;.;.
"Kvinner";"17 år";"Uke 35";.;.;.;.;.
"Kvinner";"17 år";"Uke 36";.;.;1;.;.
"Kvinner";"17 år";"Uke 37";.;.;.;.;.
"Kvinner";"17 år";"Uke 38";.;.;.;.;.
"Kvinner";"17 år";"Uke 39";.;.;.;.;.
"Kvinner";"17 år";"Uke 40";.;.;.;.;.
"Kvinner";"17 år";"Uke 41";.;.;.;1;.
"Kvinner";"17 år";"Uke 42";.;.;.;.;.
"Kvinner";"17 år";"Uke 43";.;.;.;.;.
"Kvinner";"17 år";"Uke 44";.;.;.;.;.
"Kvinner";"17 år";"Uke 45";.;.;1;1;.
"Kvinner";"17 år";"Uke 46";.;.;.;.;.
"Kvinner";"17 år";"Uke 47";.;.;.;.;.
"Kvinner";"17 år";"Uke 48";.;.;.;.;.
"Kvinner";"17 år";"Uke 49";.;.;1;.;.
"Kvinner";"17 år";"Uke 50";1;.;.;.;.
"Kvinner";"17 år";"Uke 51";.;.;.;1;.
"Kvinner";"17 år";"Uke 52";.;.;.;.;.
"Kvinner";"17 år";"Uke 53";.;.;.;.;.
"Kvinner";"18 år";"Uke 1";.;.;.;.;.
"Kvinner";"18 år";"Uke 2";1;.;.;.;1
"Kvinner";"18 år";"Uke 3";.;.;.;1;.
"Kvinner";"18 år";"Uke 4";.;.;.;.;.
"Kvinner";"18 år";"Uke 5";.;.;.;.;.
"Kvinner";"18 år";"Uke 6";.;.;.;.;.
"Kvinner";"18 år";"Uke 7";.;.;.;.;.
"Kvinner";"18 år";"Uke 8";.;.;.;.;.
"Kvinner";"18 år";"Uke 9";.;.;1;.;.
"Kvinner";"18 år";"Uke 10";.;.;.;.;.
"Kvinner";"18 år";"Uke 11";.;.;.;.;.
"Kvinner";"18 år";"Uke 12";1;.;.;.;.
"Kvinner";"18 år";"Uke 13";1;.;.;.;.
"Kvinner";"18 år";"Uke 14";.;.;.;.;.
"Kvinner";"18 år";"Uke 15";.;.;.;.;.
"Kvinner";"18 år";"Uke 16";.;1;.;.;1
"Kvinner";"18 år";"Uke 17";1;.;.;.;.
"Kvinner";"18 år";"Uke 18";.;1;.;.;.
